user_id,cohort_year,seasons_active,avg_rank_score,peak_rank_score,peak_rank,avg_session_mins,avg_sessions_per_week,avg_esports_watch_hrs,is_esports_watcher,avg_agent_diversity,avg_cross_platform_hrs,is_cross_platform,account_age_days,pct_seasons_retained,has_purchased,first_spend_year,transaction_count,total_spend,avg_spend_per_txn,max_single_txn,recency_days
U12040,2023,3,6.33,7,Ascendant,52.5,5.73,7.2,Yes,2.33,10.39,Yes,871,0.6667,Yes,2023.0,8,378.03,47.25,64.92,54.0
U12041,2024,2,4.5,5,Platinum,48.75,5.35,13.72,Yes,4.0,0.0,No,538,1.0,Yes,2021.0,5,38.16,7.63,10.46,998.0
U12042,2022,4,4.75,5,Platinum,40.42,2.12,1.42,Yes,4.25,3.3,Yes,1428,0.75,No,,0,0.0,0.0,0.0,
U12043,2021,3,4.33,5,Platinum,46.97,5.53,10.38,Yes,2.67,0.0,No,967,0.6667,Yes,2021.0,7,50.25,7.18,10.67,324.0
U12044,2022,4,2.0,2,Bronze,33.2,5.25,5.46,Yes,5.5,1.32,Yes,1287,0.5,No,,0,0.0,0.0,0.0,
U12045,2022,4,9.0,9,Radiant,64.68,6.98,5.97,Yes,5.75,0.32,Yes,1290,1.0,Yes,2021.0,53,8140.57,153.6,271.93,27.0
U12046,2023,2,6.5,7,Ascendant,49.95,5.15,8.93,Yes,5.5,0.12,Yes,612,1.0,No,,0,0.0,0.0,0.0,
U12047,2021,4,6.25,7,Ascendant,55.75,6.1,7.84,Yes,7.0,4.63,Yes,1343,1.0,No,,0,0.0,0.0,0.0,
U12048,2024,1,6.0,6,Diamond,58.1,1.3,0.39,No,1.0,0.0,No,55,1.0,No,,0,0.0,0.0,0.0,
U12049,2022,2,5.0,5,Platinum,45.25,4.3,6.3,Yes,2.5,1.1,Yes,603,0.0,Yes,2022.0,4,34.72,8.68,11.07,591.0
U12050,2023,1,1.0,1,Iron,18.8,5.7,1.51,Yes,3.0,5.84,Yes,190,0.0,Yes,2022.0,3,17.16,5.72,8.33,834.0
U12051,2021,1,5.0,5,Platinum,39.5,9.1,5.05,Yes,4.0,0.0,No,87,0.0,No,,0,0.0,0.0,0.0,
U12052,2024,2,6.0,6,Diamond,57.9,6.65,9.91,Yes,6.5,0.1,Yes,578,0.5,No,,0,0.0,0.0,0.0,
U12053,2024,2,5.0,5,Platinum,52.0,4.0,7.09,Yes,4.0,0.0,No,476,0.5,No,,0,0.0,0.0,0.0,
U12054,2023,2,3.0,3,Silver,40.05,5.55,4.88,Yes,4.0,0.0,No,459,1.0,Yes,2024.0,3,19.91,6.64,7.33,66.0
U12055,2024,1,4.0,4,Gold,49.7,3.0,3.26,Yes,7.0,0.88,Yes,93,1.0,Yes,2024.0,4,33.97,8.49,13.94,42.0
U12056,2023,3,6.0,6,Diamond,41.03,7.3,2.84,Yes,2.33,1.92,Yes,970,0.3333,No,,0,0.0,0.0,0.0,
U12057,2024,2,2.0,2,Bronze,32.7,2.25,1.5,Yes,3.5,0.48,Yes,475,1.0,Yes,2021.0,6,30.93,5.16,9.39,510.0
U12058,2021,4,5.75,6,Diamond,53.62,4.35,4.92,Yes,5.75,1.9,Yes,1212,1.0,Yes,2021.0,41,5095.79,124.29,226.24,760.0
U12059,2022,4,8.0,9,Radiant,63.03,5.4,7.93,Yes,5.5,2.09,Yes,1333,0.75,No,,0,0.0,0.0,0.0,
U12060,2022,2,1.0,1,Iron,27.5,4.3,9.78,Yes,6.5,0.0,No,626,0.5,Yes,2023.0,4,23.87,5.97,11.1,194.0
U12061,2024,2,4.5,5,Platinum,52.9,6.5,4.08,Yes,3.5,0.0,No,434,1.0,Yes,2022.0,43,5462.01,127.02,278.01,16.0
U12062,2022,4,4.25,5,Platinum,46.5,6.02,8.44,Yes,5.75,1.59,Yes,1367,1.0,Yes,2021.0,16,518.15,32.38,62.41,49.0
U12063,2022,2,5.0,5,Platinum,39.7,4.85,1.56,Yes,6.0,1.15,Yes,697,0.5,No,,0,0.0,0.0,0.0,
U12064,2022,2,8.0,8,Immortal,52.05,5.8,6.52,Yes,4.5,3.36,Yes,685,1.0,Yes,2021.0,5,31.01,6.2,9.69,924.0
U12065,2023,1,4.0,4,Gold,29.9,5.6,0.26,No,5.0,0.0,No,185,1.0,No,,0,0.0,0.0,0.0,
U12066,2024,2,5.0,5,Platinum,39.75,6.1,12.24,Yes,4.0,9.38,Yes,374,1.0,Yes,2021.0,9,223.68,24.85,43.9,785.0
U12067,2023,2,8.0,8,Immortal,67.1,5.9,1.38,Yes,6.0,2.96,Yes,394,0.5,No,,0,0.0,0.0,0.0,
U12068,2024,2,2.0,2,Bronze,36.35,5.7,2.04,Yes,5.0,2.49,Yes,540,1.0,Yes,2024.0,8,361.28,45.16,66.5,25.0
U12069,2022,3,3.0,3,Silver,37.0,5.83,4.18,Yes,5.67,1.52,Yes,896,0.3333,No,,0,0.0,0.0,0.0,
U12070,2024,2,1.5,2,Bronze,28.95,5.85,8.15,Yes,5.0,8.22,Yes,476,1.0,No,,0,0.0,0.0,0.0,
U12071,2024,2,4.5,5,Platinum,49.1,5.65,1.04,Yes,5.5,0.0,No,402,1.0,No,,0,0.0,0.0,0.0,
U12072,2024,2,3.0,3,Silver,30.8,4.8,1.2,Yes,5.0,0.0,No,406,1.0,No,,0,0.0,0.0,0.0,
U12073,2021,4,5.0,5,Platinum,42.02,4.72,1.92,Yes,6.25,1.44,Yes,1148,0.5,No,,0,0.0,0.0,0.0,
U12074,2024,2,5.5,6,Diamond,40.2,6.1,1.09,Yes,4.0,5.07,Yes,585,0.5,No,,0,0.0,0.0,0.0,
U12075,2023,1,1.0,1,Iron,30.9,1.0,18.46,Yes,3.0,0.0,No,47,1.0,No,,0,0.0,0.0,0.0,
U12076,2023,3,2.0,2,Bronze,33.43,4.33,0.53,Yes,4.0,0.05,Yes,1010,1.0,Yes,2023.0,3,15.31,5.1,5.91,324.0
U12077,2024,1,4.0,4,Gold,59.1,5.3,1.54,Yes,5.0,0.0,No,106,0.0,No,,0,0.0,0.0,0.0,
U12078,2023,3,5.67,6,Diamond,44.87,7.77,6.32,Yes,6.33,3.38,Yes,753,0.0,No,,0,0.0,0.0,0.0,
U12079,2022,1,8.0,8,Immortal,62.0,9.6,9.67,Yes,4.0,11.13,Yes,259,1.0,No,,0,0.0,0.0,0.0,
U12080,2024,2,7.0,7,Ascendant,54.25,5.1,0.86,Yes,5.0,0.0,No,660,0.0,Yes,2024.0,4,31.4,7.85,10.33,14.0
U12081,2022,2,6.0,6,Diamond,49.65,5.95,9.12,Yes,4.0,5.64,Yes,437,1.0,Yes,2024.0,3,17.88,5.96,6.62,253.0
U12082,2022,1,4.0,4,Gold,46.6,6.0,0.94,No,2.0,0.0,No,280,1.0,Yes,2023.0,2,23.69,11.84,12.34,542.0
U12083,2022,4,5.75,6,Diamond,52.85,5.38,7.86,Yes,6.5,0.7,Yes,1151,1.0,Yes,2022.0,2,19.37,9.68,10.19,1189.0
U12084,2021,1,4.0,4,Gold,42.8,3.1,1.34,Yes,5.0,1.51,Yes,354,0.0,Yes,2021.0,4,31.42,7.86,11.33,1003.0
U12085,2022,3,6.33,7,Ascendant,52.17,7.53,3.15,Yes,3.67,0.0,No,786,0.6667,No,,0,0.0,0.0,0.0,
U12086,2022,4,2.25,3,Silver,32.7,5.45,5.06,Yes,4.75,0.0,No,1237,0.25,No,,0,0.0,0.0,0.0,
U12087,2021,2,4.0,4,Gold,44.55,4.7,6.86,Yes,5.5,2.86,Yes,498,0.5,No,,0,0.0,0.0,0.0,
U12088,2022,2,3.0,3,Silver,33.7,4.75,5.18,Yes,5.5,1.07,Yes,600,0.5,Yes,2021.0,8,54.99,6.87,11.1,7.0
U12089,2022,2,5.0,5,Platinum,51.25,6.0,6.24,Yes,2.5,6.24,Yes,679,0.5,No,,0,0.0,0.0,0.0,
U12090,2023,3,6.0,7,Ascendant,37.13,4.57,5.17,Yes,6.0,10.96,Yes,1050,0.3333,No,,0,0.0,0.0,0.0,
U12091,2022,3,2.0,2,Bronze,36.63,4.83,2.42,Yes,5.0,0.0,No,1053,1.0,Yes,2023.0,8,321.75,40.22,69.31,211.0
U12092,2021,4,3.5,4,Gold,48.2,6.18,5.49,Yes,6.0,0.3,Yes,1165,0.5,No,,0,0.0,0.0,0.0,
U12093,2023,3,4.0,4,Gold,44.87,6.9,5.38,Yes,4.0,0.0,No,796,1.0,Yes,2022.0,10,398.75,39.88,60.09,544.0
U12094,2021,4,2.0,2,Bronze,33.58,2.82,3.4,Yes,6.25,5.06,Yes,1200,0.75,No,,0,0.0,0.0,0.0,
U12095,2021,4,5.0,6,Diamond,40.72,5.55,2.66,Yes,6.25,3.89,Yes,1303,1.0,Yes,2024.0,3,32.13,10.71,14.27,210.0
U12096,2024,2,3.5,4,Gold,35.1,3.35,2.7,Yes,4.5,0.0,No,433,1.0,No,,0,0.0,0.0,0.0,
U12097,2023,3,3.67,4,Gold,48.07,6.3,8.17,Yes,5.67,5.05,Yes,889,0.6667,No,,0,0.0,0.0,0.0,
U12098,2023,2,4.0,4,Gold,30.45,4.5,5.56,Yes,4.5,0.0,No,633,1.0,Yes,2024.0,7,309.76,44.25,67.81,103.0
U12099,2022,4,4.75,5,Platinum,47.18,5.78,6.8,Yes,4.0,5.04,Yes,1298,0.5,No,,0,0.0,0.0,0.0,
U12100,2023,3,6.33,7,Ascendant,44.6,3.37,4.48,Yes,4.0,1.75,Yes,1048,0.6667,Yes,2023.0,5,43.15,8.63,13.58,35.0
U12101,2024,2,9.0,9,Radiant,53.0,7.85,3.82,Yes,6.0,0.11,Yes,611,1.0,No,,0,0.0,0.0,0.0,
U12102,2023,3,8.67,9,Radiant,61.5,8.8,3.28,Yes,6.33,1.32,Yes,986,0.3333,No,,0,0.0,0.0,0.0,
U12103,2024,1,6.0,6,Diamond,53.9,6.7,0.47,No,2.0,0.0,No,244,1.0,No,,0,0.0,0.0,0.0,
U12104,2024,2,4.5,5,Platinum,46.65,5.75,1.24,Yes,3.0,16.62,Yes,450,0.0,No,,0,0.0,0.0,0.0,
U12105,2021,3,1.67,2,Bronze,33.57,4.43,12.03,Yes,6.67,0.0,No,905,0.6667,Yes,2021.0,13,508.33,39.1,55.39,177.0
U12106,2022,1,5.0,5,Platinum,54.1,3.6,5.92,Yes,4.0,0.41,Yes,32,1.0,No,,0,0.0,0.0,0.0,
U12107,2023,2,2.0,2,Bronze,42.7,3.8,1.88,Yes,3.5,0.57,Yes,473,0.5,No,,0,0.0,0.0,0.0,
U12108,2021,2,1.0,1,Iron,40.1,7.65,10.02,Yes,4.5,15.84,Yes,713,0.0,No,,0,0.0,0.0,0.0,
U12109,2024,2,3.0,3,Silver,32.4,4.2,5.58,Yes,6.0,0.0,No,593,0.5,Yes,2024.0,2,12.64,6.32,10.75,321.0
U12110,2023,1,4.0,4,Gold,40.4,9.1,1.03,Yes,2.0,0.0,No,78,0.0,No,,0,0.0,0.0,0.0,
U12111,2021,1,3.0,3,Silver,28.7,7.3,4.82,Yes,5.0,0.0,No,59,1.0,No,,0,0.0,0.0,0.0,
U12112,2024,2,2.0,2,Bronze,41.05,3.5,2.56,Yes,3.5,5.44,Yes,710,0.5,No,,0,0.0,0.0,0.0,
U12113,2023,3,2.33,3,Silver,35.1,5.1,5.81,Yes,4.0,2.68,Yes,1007,1.0,Yes,2022.0,9,338.33,37.59,60.42,365.0
U12114,2021,4,1.5,2,Bronze,38.42,6.4,5.54,Yes,4.25,4.21,Yes,1175,0.5,Yes,2024.0,3,17.04,5.68,11.03,186.0
U12115,2022,2,6.5,7,Ascendant,53.65,6.5,3.0,Yes,3.0,2.5,Yes,654,0.5,Yes,2023.0,3,33.08,11.03,11.75,419.0
U12116,2023,1,5.0,5,Platinum,41.7,3.7,0.4,No,6.0,0.0,No,36,0.0,No,,0,0.0,0.0,0.0,
U12117,2023,3,5.67,6,Diamond,59.1,5.4,2.49,Yes,4.33,0.0,No,975,0.6667,Yes,2023.0,3,15.51,5.17,8.36,478.0
U12118,2022,3,4.67,5,Platinum,41.67,4.77,9.5,Yes,5.67,1.48,Yes,1013,1.0,No,,0,0.0,0.0,0.0,
U12119,2023,1,5.0,5,Platinum,33.1,8.1,1.85,Yes,7.0,31.65,Yes,176,1.0,Yes,2024.0,3,18.4,6.13,11.07,315.0
U12120,2024,2,4.0,4,Gold,38.95,4.45,7.22,Yes,6.0,0.0,No,590,1.0,No,,0,0.0,0.0,0.0,
U12121,2022,2,4.0,4,Gold,41.15,5.6,4.14,Yes,5.5,0.0,No,529,1.0,Yes,2022.0,5,26.23,5.25,9.25,374.0
U12122,2021,4,6.75,7,Ascendant,51.45,6.65,1.71,Yes,7.0,0.0,No,1349,0.5,Yes,2023.0,4,30.44,7.61,12.6,85.0
U12123,2021,4,3.0,3,Silver,37.85,4.18,2.89,Yes,5.25,0.0,No,1250,0.75,No,,0,0.0,0.0,0.0,
U12124,2023,3,4.67,5,Platinum,40.47,4.7,4.94,Yes,5.33,7.32,Yes,900,1.0,Yes,2021.0,9,389.75,43.31,54.7,753.0
U12125,2022,4,2.25,3,Silver,31.9,4.75,4.85,Yes,6.0,1.96,Yes,1457,0.75,Yes,2024.0,3,33.43,11.14,12.85,27.0
U12126,2022,4,6.0,6,Diamond,50.12,5.88,4.32,Yes,5.0,7.48,Yes,1436,1.0,Yes,2022.0,7,42.21,6.03,10.71,3.0
U12127,2021,2,1.0,1,Iron,24.0,5.15,5.31,Yes,1.5,0.62,Yes,393,0.0,No,,0,0.0,0.0,0.0,
U12128,2022,1,7.0,7,Ascendant,55.4,3.5,0.34,No,5.0,0.0,No,237,0.0,No,,0,0.0,0.0,0.0,
U12129,2021,4,3.25,4,Gold,38.22,6.32,4.05,Yes,5.5,0.0,No,1128,0.75,Yes,2022.0,12,434.13,36.18,71.67,14.0
U12130,2021,4,6.5,7,Ascendant,49.6,5.1,6.88,Yes,4.25,3.56,Yes,1101,0.75,Yes,2022.0,36,4887.42,135.76,282.8,11.0
U12131,2022,1,3.0,3,Silver,48.4,7.7,6.64,Yes,2.0,0.0,No,60,1.0,Yes,2023.0,4,32.38,8.1,11.49,625.0
U12132,2023,2,3.0,3,Silver,33.1,4.1,1.39,Yes,3.0,0.0,No,431,0.5,No,,0,0.0,0.0,0.0,
U12133,2022,2,4.0,4,Gold,46.05,4.8,4.43,Yes,5.5,0.0,No,672,1.0,No,,0,0.0,0.0,0.0,
U12134,2021,4,6.75,8,Immortal,51.7,6.55,4.24,Yes,7.0,0.0,No,1356,0.5,No,,0,0.0,0.0,0.0,
U12135,2022,1,3.0,3,Silver,46.5,4.8,3.43,Yes,3.0,0.0,No,206,0.0,Yes,2023.0,7,180.66,25.81,50.27,232.0
U12136,2022,4,8.75,9,Radiant,65.5,8.1,3.08,Yes,4.5,0.0,No,1390,0.75,Yes,2021.0,7,49.28,7.04,10.22,453.0
U12137,2023,3,4.33,5,Platinum,40.0,4.47,13.04,Yes,3.67,6.86,Yes,852,1.0,Yes,2021.0,3,23.24,7.75,8.32,1134.0
U12138,2022,3,4.0,4,Gold,38.03,5.23,9.17,Yes,6.67,0.0,No,893,0.6667,No,,0,0.0,0.0,0.0,
U12139,2022,4,3.0,3,Silver,39.22,6.72,2.66,Yes,5.25,1.26,Yes,1444,0.25,Yes,2021.0,9,69.93,7.77,10.77,130.0
U12140,2023,3,3.67,4,Gold,43.63,4.13,5.46,Yes,4.0,0.0,No,1002,0.3333,Yes,2024.0,6,290.84,48.47,65.49,96.0
U12141,2023,3,8.0,8,Immortal,50.53,6.53,6.97,Yes,4.0,2.76,Yes,1007,0.6667,No,,0,0.0,0.0,0.0,
U12142,2021,3,6.0,6,Diamond,43.5,5.6,6.92,Yes,3.67,5.8,Yes,967,0.3333,Yes,2021.0,4,23.19,5.8,8.83,1054.0
U12143,2024,2,5.0,5,Platinum,51.75,5.3,2.61,Yes,4.0,8.21,Yes,501,0.5,No,,0,0.0,0.0,0.0,
U12144,2022,3,3.67,4,Gold,32.7,4.53,9.38,Yes,5.33,0.54,Yes,1018,1.0,Yes,2023.0,5,44.05,8.81,14.14,269.0
U12145,2021,2,5.0,5,Platinum,48.65,6.8,2.28,Yes,4.5,0.0,No,391,1.0,Yes,2023.0,5,37.9,7.58,12.76,319.0
U12146,2024,2,7.0,7,Ascendant,69.15,5.9,3.68,Yes,2.0,0.0,No,470,1.0,Yes,2022.0,6,31.03,5.17,9.55,61.0
U12147,2024,2,4.0,4,Gold,42.3,3.9,4.82,Yes,6.5,3.08,Yes,539,1.0,Yes,2024.0,2,11.93,5.96,6.07,310.0
U12148,2023,3,4.33,5,Platinum,51.97,5.4,3.97,Yes,7.0,0.22,Yes,933,1.0,Yes,2022.0,13,402.89,30.99,60.18,199.0
U12149,2023,3,4.0,4,Gold,38.6,5.17,3.08,Yes,4.0,2.19,Yes,951,0.3333,No,,0,0.0,0.0,0.0,
U12150,2023,1,2.0,2,Bronze,40.2,5.0,3.87,Yes,1.0,0.0,No,39,0.0,No,,0,0.0,0.0,0.0,
U12151,2021,1,6.0,6,Diamond,55.8,4.8,1.62,Yes,3.0,7.91,Yes,244,1.0,No,,0,0.0,0.0,0.0,
U12152,2021,4,5.75,6,Diamond,47.85,5.8,8.7,Yes,4.75,2.61,Yes,1407,0.75,Yes,2021.0,11,337.69,30.7,52.03,410.0
U12153,2023,3,5.0,6,Diamond,39.43,8.17,4.93,Yes,4.33,6.4,Yes,831,0.6667,Yes,2023.0,4,22.26,5.56,11.79,156.0
U12154,2021,4,4.0,4,Gold,38.48,6.7,2.45,Yes,4.75,7.11,Yes,1303,1.0,Yes,2023.0,8,262.98,32.87,63.16,108.0
U12155,2024,2,2.0,2,Bronze,32.1,2.85,3.87,Yes,7.0,1.0,Yes,478,1.0,No,,0,0.0,0.0,0.0,
U12156,2022,3,5.0,5,Platinum,38.47,6.77,0.69,Yes,4.33,0.05,Yes,764,0.6667,Yes,2022.0,11,315.45,28.68,46.02,71.0
U12157,2024,2,1.0,1,Iron,11.85,4.15,9.27,Yes,2.5,0.0,No,439,0.5,Yes,2024.0,2,21.12,10.56,12.43,275.0
U12158,2023,2,4.5,5,Platinum,38.95,6.9,0.62,No,5.0,0.0,No,606,1.0,Yes,2024.0,3,31.71,10.57,11.66,67.0
U12159,2021,5,4.0,5,Platinum,41.46,5.84,7.33,Yes,6.8,0.0,No,1479,0.4,No,,0,0.0,0.0,0.0,
U12160,2021,2,5.0,5,Platinum,50.1,5.5,3.24,Yes,3.5,1.3,Yes,612,1.0,No,,0,0.0,0.0,0.0,
U12161,2022,1,4.0,4,Gold,27.2,3.5,4.39,Yes,5.0,0.0,No,356,1.0,Yes,2024.0,2,9.07,4.54,6.38,416.0
U12162,2022,4,2.5,3,Silver,43.32,3.92,3.45,Yes,5.5,4.08,Yes,1298,0.75,Yes,2021.0,14,469.52,33.54,54.87,484.0
U12163,2022,1,4.0,4,Gold,32.3,7.0,3.76,Yes,4.0,0.0,No,250,0.0,No,,0,0.0,0.0,0.0,
U12164,2021,5,7.6,8,Immortal,56.2,8.72,5.79,Yes,6.0,5.44,Yes,1537,1.0,Yes,2022.0,8,222.33,27.79,46.55,376.0
U12165,2024,2,6.0,6,Diamond,58.9,6.4,7.48,Yes,5.5,0.0,No,463,1.0,Yes,2024.0,5,180.53,36.11,45.06,119.0
U12166,2021,2,6.0,6,Diamond,56.4,6.9,1.75,Yes,3.5,0.0,No,614,0.0,No,,0,0.0,0.0,0.0,
U12167,2023,2,5.0,5,Platinum,40.35,4.6,2.19,Yes,5.5,4.53,Yes,560,1.0,Yes,2021.0,4,20.3,5.08,7.4,1135.0
U12168,2022,4,3.0,3,Silver,34.25,5.2,2.89,Yes,6.25,1.23,Yes,1232,0.75,Yes,2023.0,3,16.73,5.58,12.24,434.0
U12169,2022,2,3.0,3,Silver,36.0,4.1,1.92,Yes,5.0,0.0,No,693,1.0,Yes,2023.0,3,12.14,4.05,6.91,138.0
U12170,2022,4,8.25,9,Radiant,55.65,5.4,3.74,Yes,4.25,4.77,Yes,1110,0.5,No,,0,0.0,0.0,0.0,
U12171,2022,1,5.0,5,Platinum,63.5,3.7,17.08,Yes,1.0,0.0,No,209,1.0,Yes,2023.0,5,31.5,6.3,11.0,112.0
U12172,2024,2,3.0,3,Silver,36.3,5.85,6.04,Yes,2.0,2.44,Yes,501,0.5,No,,0,0.0,0.0,0.0,
U12173,2022,1,6.0,6,Diamond,64.3,5.3,10.35,Yes,3.0,0.0,No,288,1.0,No,,0,0.0,0.0,0.0,
U12174,2022,4,7.0,7,Ascendant,52.48,5.55,5.62,Yes,5.75,1.13,Yes,1135,1.0,Yes,2022.0,37,5273.83,142.54,262.92,8.0
U12175,2021,5,4.2,5,Platinum,42.72,4.6,1.69,Yes,7.6,0.0,No,1546,0.6,Yes,2023.0,6,274.49,45.75,59.84,415.0
U12176,2024,2,5.5,6,Diamond,43.15,5.15,2.22,Yes,3.5,0.0,No,532,1.0,No,,0,0.0,0.0,0.0,
U12177,2023,3,3.0,3,Silver,37.1,5.13,6.88,Yes,4.0,11.04,Yes,742,0.6667,Yes,2023.0,29,4334.49,149.47,285.25,3.0
U12178,2021,4,4.0,4,Gold,44.82,7.48,5.7,Yes,6.25,3.5,Yes,1258,0.25,No,,0,0.0,0.0,0.0,
U12179,2024,1,6.0,6,Diamond,52.3,6.7,1.02,Yes,6.0,14.34,Yes,46,1.0,No,,0,0.0,0.0,0.0,
U12180,2023,2,3.0,3,Silver,35.25,3.95,2.78,Yes,3.0,0.0,No,518,1.0,Yes,2021.0,2,8.27,4.14,6.81,1315.0
U12181,2021,4,5.5,7,Ascendant,45.15,4.65,3.46,Yes,5.75,2.21,Yes,1357,0.75,No,,0,0.0,0.0,0.0,
U12182,2021,1,3.0,3,Silver,36.9,5.1,0.98,No,5.0,0.0,No,268,1.0,No,,0,0.0,0.0,0.0,
U12183,2021,1,3.0,3,Silver,29.0,3.5,2.67,Yes,4.0,0.0,No,16,0.0,Yes,2021.0,2,13.11,6.56,8.81,1518.0
U12184,2021,3,3.67,4,Gold,47.5,5.47,7.55,Yes,6.0,1.2,Yes,897,0.6667,No,,0,0.0,0.0,0.0,
U12185,2021,1,1.0,1,Iron,13.9,7.0,9.62,Yes,4.0,4.96,Yes,107,1.0,No,,0,0.0,0.0,0.0,
U12186,2023,2,6.0,6,Diamond,50.25,5.1,2.6,Yes,4.0,2.9,Yes,720,0.5,No,,0,0.0,0.0,0.0,
U12187,2024,2,5.0,5,Platinum,52.6,4.2,8.12,Yes,6.5,1.38,Yes,435,1.0,Yes,2022.0,6,35.87,5.98,12.37,14.0
U12188,2022,2,6.0,6,Diamond,59.85,5.95,5.54,Yes,5.0,1.65,Yes,686,1.0,Yes,2024.0,4,17.4,4.35,10.2,50.0
U12189,2024,2,1.0,1,Iron,28.75,5.15,1.66,Yes,2.5,0.05,Yes,639,0.5,No,,0,0.0,0.0,0.0,
U12190,2024,2,4.5,5,Platinum,57.55,5.85,3.36,Yes,2.0,0.22,Yes,510,1.0,Yes,2024.0,4,34.62,8.65,11.41,72.0
U12191,2023,3,5.67,6,Diamond,46.77,6.2,5.18,Yes,5.33,2.52,Yes,903,0.3333,No,,0,0.0,0.0,0.0,
U12192,2023,1,1.0,1,Iron,16.0,4.2,0.51,No,2.0,10.13,Yes,315,1.0,No,,0,0.0,0.0,0.0,
U12193,2023,1,7.0,7,Ascendant,56.8,4.1,0.09,No,3.0,0.0,No,30,1.0,No,,0,0.0,0.0,0.0,
U12194,2022,1,3.0,3,Silver,41.2,5.5,2.18,Yes,2.0,7.98,Yes,296,1.0,No,,0,0.0,0.0,0.0,
U12195,2021,5,6.8,8,Immortal,54.32,3.78,4.5,Yes,5.2,3.19,Yes,1623,1.0,Yes,2024.0,17,2440.58,143.56,251.29,79.0
U12196,2024,1,2.0,2,Bronze,62.5,3.3,20.49,Yes,1.0,0.0,No,215,1.0,No,,0,0.0,0.0,0.0,
U12197,2022,4,4.5,5,Platinum,42.95,5.9,3.25,Yes,5.25,0.29,Yes,1127,0.75,Yes,2023.0,9,345.74,38.42,68.5,19.0
U12198,2024,2,5.0,5,Platinum,28.0,4.3,8.46,Yes,5.0,0.0,No,658,1.0,Yes,2022.0,4,26.2,6.55,10.29,500.0
U12199,2023,3,4.33,5,Platinum,43.8,6.27,4.67,Yes,3.33,1.21,Yes,828,1.0,Yes,2024.0,24,3308.4,137.85,291.6,44.0
U12200,2023,1,2.0,2,Bronze,24.4,3.9,2.46,Yes,4.0,19.87,Yes,119,0.0,No,,0,0.0,0.0,0.0,
U12201,2022,1,5.0,5,Platinum,35.1,6.2,0.72,No,7.0,0.0,No,322,0.0,No,,0,0.0,0.0,0.0,
U12202,2022,3,6.0,6,Diamond,43.4,5.7,6.8,Yes,3.67,5.47,Yes,980,1.0,No,,0,0.0,0.0,0.0,
U12203,2021,4,2.75,3,Silver,34.78,6.1,3.65,Yes,5.25,4.18,Yes,1456,0.5,No,,0,0.0,0.0,0.0,
U12204,2022,4,5.0,6,Diamond,43.1,6.2,8.08,Yes,5.5,0.0,No,1240,0.75,No,,0,0.0,0.0,0.0,
U12205,2022,4,3.0,4,Gold,41.65,3.8,6.39,Yes,7.0,0.44,Yes,1290,0.75,Yes,2024.0,4,31.52,7.88,12.82,173.0
U12206,2021,2,6.0,6,Diamond,46.1,6.85,5.61,Yes,6.0,1.0,Yes,558,1.0,Yes,2024.0,1,6.28,6.28,6.28,417.0
U12207,2021,2,2.5,3,Silver,26.4,4.7,6.14,Yes,5.5,0.0,No,643,0.5,No,,0,0.0,0.0,0.0,
U12208,2022,3,1.0,1,Iron,34.17,5.33,2.23,Yes,5.0,0.0,No,797,0.3333,Yes,2022.0,6,38.22,6.37,11.51,54.0
U12209,2021,3,4.0,4,Gold,45.7,5.03,8.82,Yes,3.67,1.18,Yes,982,0.6667,Yes,2024.0,6,190.57,31.76,65.3,7.0
U12210,2022,1,4.0,4,Gold,32.6,3.8,1.59,Yes,7.0,5.33,Yes,80,0.0,Yes,2021.0,7,47.77,6.82,11.13,467.0
U12211,2024,2,3.5,4,Gold,35.65,6.3,3.99,Yes,4.5,4.73,Yes,483,1.0,No,,0,0.0,0.0,0.0,
U12212,2024,2,5.5,6,Diamond,47.8,5.8,3.66,Yes,5.5,0.0,No,516,0.5,No,,0,0.0,0.0,0.0,
U12213,2024,2,3.0,3,Silver,45.55,4.6,9.49,Yes,3.5,2.71,Yes,417,0.5,No,,0,0.0,0.0,0.0,
U12214,2022,1,1.0,1,Iron,24.2,8.2,9.82,Yes,3.0,0.0,No,122,1.0,Yes,2023.0,3,7.9,2.63,3.42,225.0
U12215,2022,3,3.67,4,Gold,31.57,4.67,6.72,Yes,5.33,1.68,Yes,815,1.0,Yes,2021.0,10,294.66,29.47,48.63,850.0
U12216,2022,4,2.0,2,Bronze,37.7,5.15,4.39,Yes,6.25,0.0,No,1189,0.75,Yes,2021.0,12,336.23,28.02,52.43,784.0
U12217,2021,2,8.0,8,Immortal,49.75,6.8,3.27,Yes,4.5,24.78,Yes,522,0.0,No,,0,0.0,0.0,0.0,
U12218,2021,5,5.2,6,Diamond,50.56,4.82,3.87,Yes,7.0,2.36,Yes,1654,1.0,Yes,2023.0,26,4067.62,156.45,280.31,150.0
U12219,2024,2,4.0,4,Gold,30.45,4.15,5.12,Yes,6.5,4.47,Yes,370,0.5,Yes,2022.0,8,310.57,38.82,58.44,470.0
U12220,2024,2,5.0,5,Platinum,38.0,4.4,12.04,Yes,5.0,13.8,Yes,409,1.0,Yes,2021.0,2,9.03,4.51,6.56,1219.0
U12221,2023,2,6.0,6,Diamond,41.15,5.95,2.26,Yes,7.0,7.14,Yes,575,0.5,Yes,2024.0,4,30.79,7.7,11.17,35.0
