user_id,rank,account_age_days,avg_session_mins,sessions_per_week,esports_watch_hrs,is_esports_watcher,primary_agent,primary_role,agent_diversity,cross_platform_hrs,is_cross_platform,primary_other_platform,retained_30d
U01140,Gold,871,26.9,9.9,2.31,1,Omen,Controller,1,0,0,None,1
U01141,Diamond,373,51.1,9.1,0.61,0,Clove,Controller,5,0,0,None,1
U01142,Silver,888,53.3,8,6.05,1,Sova,Initiator,4,0,0,None,1
U01143,Platinum,474,56.4,5.7,8.12,1,Jett,Duelist,2,3.37,1,Legends of Runeterra,1
U01144,Gold,251,53.3,10.5,0.21,0,Yoru,Duelist,1,0.65,1,Wild Rift,1
U01145,Silver,621,26.7,12,0.2,0,Jett,Duelist,5,0,0,None,1
U01146,Diamond,1060,59.2,13,0.03,0,Jett,Duelist,5,6.76,1,Legends of Runeterra,1
U01147,Platinum,1047,44.8,8,1.15,0,Neon,Duelist,4,8.77,1,TFT,1
U01148,Gold,45,56.8,1,0.73,0,Brimstone,Controller,9,0,0,None,1
U01149,Diamond,553,55.4,9.7,0.49,0,Killjoy,Sentinel,6,0,0,None,1
U01150,Diamond,832,40.2,9.3,0.25,0,Killjoy,Sentinel,2,0,0,None,1
U01151,Platinum,50,50.3,5.5,7.47,1,Chamber,Sentinel,2,6.17,1,Legends of Runeterra,1
U01152,Diamond,257,59.8,6.5,13.13,1,Brimstone,Controller,5,0,0,None,1
U01153,Platinum,1037,40.9,5.6,8.01,1,Jett,Duelist,6,13.47,1,TFT,1
U01154,Platinum,838,48.5,9.4,5.92,1,Breach,Initiator,1,0,0,None,1
U01155,Gold,433,28,5.7,1.04,0,Reyna,Duelist,7,8.16,1,Wild Rift,1
U01156,Platinum,466,53.6,9.1,0.5,0,Clove,Controller,4,20.19,1,League of Legends,1
U01157,Bronze,858,37.3,14.5,0,0,Reyna,Duelist,7,0,0,None,1
U01158,Diamond,963,61,8.4,7.76,1,Reyna,Duelist,6,4.64,1,Legends of Runeterra,1
U01159,Diamond,288,56.3,5.5,10.33,1,Jett,Duelist,3,0,0,None,1
U01160,Iron,132,30.1,2.6,0.61,0,Chamber,Sentinel,4,0,0,None,0
U01161,Diamond,1022,39.8,10,0.6,0,Clove,Controller,5,5.65,1,Wild Rift,1
U01162,Bronze,798,25.1,13.4,1.02,1,Sova,Initiator,6,0,0,None,1
U01163,Silver,842,34.9,5.1,12.25,1,Sova,Initiator,1,0,0,None,1
U01164,Platinum,255,57.6,2.1,1.03,0,Jett,Duelist,4,0,0,None,1
U01165,Bronze,972,16.9,12.5,1.01,0,Raze,Duelist,2,6.31,1,Wild Rift,1
U01166,Platinum,492,34.6,16.1,10.47,1,Iso,Duelist,3,0,0,None,1
U01167,Diamond,266,60.3,11.3,0.28,0,Breach,Initiator,5,1.05,1,Legends of Runeterra,1
U01168,Gold,1079,59.9,9.5,9.57,1,Brimstone,Controller,1,7.24,1,TFT,1
U01169,Iron,535,23.2,7.2,3.12,1,Sova,Initiator,2,0,0,None,1
U01170,Silver,843,28.4,9.8,9.12,1,Chamber,Sentinel,5,0,0,None,1
U01171,Gold,796,60.9,10.1,0.14,0,Sova,Initiator,3,3.68,1,Wild Rift,1
U01172,Immortal,663,54.5,10.6,12.85,1,Chamber,Sentinel,3,17.39,1,League of Legends,1
U01173,Gold,1020,33.3,5.3,0.36,0,Astra,Controller,4,0,0,None,0
U01174,Silver,647,53.5,8.6,0.14,0,Sage,Sentinel,6,0,0,None,1
U01175,Gold,302,50,7.9,6.72,1,Viper,Controller,5,0,0,None,1
U01176,Gold,261,52.8,5.8,8.26,1,Omen,Controller,3,0.84,1,Legends of Runeterra,1
U01177,Platinum,797,36.9,9.4,0.06,0,Gekko,Initiator,8,4.88,1,League of Legends,1
U01178,Bronze,525,42.5,5.9,0.91,0,Phoenix,Duelist,2,0,0,None,0
U01179,Platinum,1077,62,8.8,0.6,0,Phoenix,Duelist,3,0,0,None,1
U01180,Gold,531,51.7,9.6,0.11,0,Neon,Duelist,3,5.16,1,Wild Rift,1
U01181,Ascendant,54,64,11.2,1.43,0,Breach,Initiator,8,19.86,1,Legends of Runeterra,1
U01182,Silver,317,57.8,6.4,0.01,0,Reyna,Duelist,2,4.31,1,TFT,0
U01183,Gold,367,49.1,9.6,2.95,1,Breach,Initiator,8,4.26,1,Wild Rift,1
U01184,Ascendant,1090,46.2,11.4,15.99,1,Killjoy,Sentinel,5,0,0,None,1
U01185,Bronze,166,48.5,10.3,0.08,0,Cypher,Sentinel,1,0,0,None,1
U01186,Ascendant,537,39.7,10.3,0.1,0,Brimstone,Controller,5,0,0,None,1
U01187,Platinum,256,44.3,10.4,0.83,0,Yoru,Duelist,1,2.85,1,TFT,1
U01188,Iron,349,42.1,5.7,2.48,0,Neon,Duelist,4,0,0,None,0
U01189,Silver,945,10,15.5,9.6,1,Phoenix,Duelist,3,17.83,1,TFT,1
U01190,Platinum,115,50,8.4,5.95,1,Gekko,Initiator,5,0.5,1,TFT,1
U01191,Iron,955,38.6,10.4,0.64,0,Deadlock,Sentinel,5,0,0,None,1
U01192,Gold,82,30.4,6.7,8.46,1,Reyna,Duelist,5,0,0,None,1
U01193,Silver,889,44.9,8.9,0.27,0,Gekko,Initiator,5,0,0,None,1
U01194,Gold,896,46.3,9.2,0.59,0,Viper,Controller,3,0,0,None,1
U01195,Iron,462,35.4,8.6,2.09,1,Yoru,Duelist,6,0,0,None,1
U01196,Diamond,1028,64.3,6.5,0.01,0,Chamber,Sentinel,5,0.6,1,League of Legends,1
U01197,Immortal,129,66.5,11,10.21,1,Sova,Initiator,4,0,0,None,1
U01198,Ascendant,1019,60.7,8,0.2,0,Chamber,Sentinel,6,1.69,1,TFT,1
U01199,Platinum,628,34.7,11.1,0.27,0,Omen,Controller,8,16.76,1,TFT,1
U01200,Bronze,432,37.8,4.8,0.49,0,Jett,Duelist,4,0,0,None,0
U01201,Platinum,425,61.2,9.5,0.36,0,Iso,Duelist,7,0.51,1,Legends of Runeterra,1
U01202,Iron,444,32.4,6.9,0.01,0,Jett,Duelist,2,0,0,None,0
U01203,Iron,968,53.7,12.6,2.59,1,Breach,Initiator,2,0,0,None,1
U01204,Silver,706,49,11.2,0.48,0,Chamber,Sentinel,4,0,0,None,1
U01205,Gold,492,64.5,12.3,0.35,0,Clove,Controller,4,0,0,None,1
U01206,Platinum,570,34.2,6.3,1.03,0,Brimstone,Controller,6,0,0,None,1
U01207,Platinum,113,45.1,7.4,7.6,1,Skye,Initiator,2,12.67,1,Legends of Runeterra,1
U01208,Silver,300,40.3,7.8,0.01,0,Sova,Initiator,5,0,0,None,1
U01209,Silver,273,48.3,11.2,6.77,1,Neon,Duelist,2,0,0,None,1
U01210,Radiant,417,50.1,11.3,16.67,1,Jett,Duelist,9,0,0,None,1
U01211,Silver,243,21.7,5.6,7.66,1,Raze,Duelist,1,0.5,1,Wild Rift,1
U01212,Silver,847,45.5,5.7,0.22,0,Sova,Initiator,4,0,0,None,1
U01213,Bronze,88,33.6,11,0.56,0,Skye,Initiator,2,2.44,1,TFT,1
U01214,Platinum,912,41.4,9.8,15.36,1,Raze,Duelist,3,12.66,1,League of Legends,1
U01215,Platinum,872,38.7,8.8,11.18,1,Deadlock,Sentinel,6,1.98,1,TFT,1
U01216,Bronze,953,39.5,7.3,7.32,1,Jett,Duelist,4,6.1,1,League of Legends,1
U01217,Iron,152,22.1,9.7,0.07,0,Reyna,Duelist,1,0,0,None,1
U01218,Platinum,468,44.7,5.4,0.09,0,Viper,Controller,4,0.83,1,League of Legends,1
U01219,Gold,1051,34.1,8.4,10,1,Clove,Controller,4,0.95,1,TFT,1
U01220,Silver,591,33.7,8.1,8.74,1,Chamber,Sentinel,1,0,0,None,1
U01221,Ascendant,147,57.2,5.7,12.9,1,Skye,Initiator,10,3.27,1,League of Legends,1
U01222,Bronze,934,45.8,6.8,0.04,0,Raze,Duelist,4,0,0,None,1
U01223,Silver,424,37.3,14.7,0.66,0,Chamber,Sentinel,3,0,0,None,1
U01224,Ascendant,905,64.6,6.9,0.59,0,Deadlock,Sentinel,4,0,0,None,1
U01225,Silver,964,29.3,8.2,5.29,1,Sage,Sentinel,3,0,0,None,1
U01226,Gold,981,25.8,2,8.51,1,Cypher,Sentinel,3,0,0,None,1
U01227,Silver,104,25,7.4,8.21,1,Jett,Duelist,6,0,0,None,1
U01228,Silver,324,28.1,4.6,0.04,0,Cypher,Sentinel,5,10.6,1,Legends of Runeterra,1
U01229,Immortal,50,40.2,8.7,0.67,0,Chamber,Sentinel,6,0.5,1,Wild Rift,1
U01230,Silver,1068,65.3,9.1,1.89,1,Skye,Initiator,2,2.75,1,Legends of Runeterra,1
U01231,Diamond,589,31.4,5.6,9.03,1,Clove,Controller,6,23.18,1,Wild Rift,1
U01232,Bronze,401,49.2,8.1,2.2,1,Viper,Controller,1,2.62,1,Legends of Runeterra,1
U01233,Bronze,847,37.7,5.1,0.16,0,Phoenix,Duelist,2,0,0,None,1
U01234,Iron,875,37.7,3,8.87,1,Omen,Controller,2,0,0,None,1
U01235,Gold,550,33.1,11.1,6.17,1,Sage,Sentinel,2,0,0,None,1
U01236,Silver,400,44.9,4.9,0.73,0,Gekko,Initiator,5,0,0,None,0
U01237,Diamond,130,39,7.7,9.3,1,Omen,Controller,5,1.63,1,League of Legends,1
U01238,Gold,690,55.1,6.5,0.45,0,Skye,Initiator,6,24.66,1,Legends of Runeterra,1
U01239,Ascendant,997,65.1,10.1,10.8,1,Phoenix,Duelist,7,1.38,1,League of Legends,1
U01240,Bronze,272,36.4,7.5,6.09,1,Brimstone,Controller,5,26.78,1,Wild Rift,1
U01241,Diamond,782,49.2,8.5,10.53,1,Gekko,Initiator,4,13.96,1,TFT,1
U01242,Platinum,541,52.2,6.5,12.72,1,Neon,Duelist,5,0,0,None,1
U01243,Platinum,878,51.6,7.8,0.11,0,Sage,Sentinel,7,1.05,1,League of Legends,1
U01244,Diamond,584,62.3,9.9,0.38,0,Chamber,Sentinel,4,0,0,None,1
U01245,Platinum,255,59,9,8.23,1,Jett,Duelist,4,0,0,None,1
U01246,Gold,243,43.7,11.6,0.33,0,Brimstone,Controller,4,4.57,1,Wild Rift,1
U01247,Bronze,747,32.3,9.7,7.27,1,Fade,Initiator,6,1.9,1,Legends of Runeterra,1
U01248,Iron,96,44.7,10.3,0.54,0,Skye,Initiator,4,0,0,None,0
U01249,Ascendant,425,51.1,13.5,13.08,1,Sova,Initiator,1,12.1,1,Wild Rift,1
U01250,Gold,641,45.4,8.8,0.2,0,KAY/O,Initiator,1,0,0,None,1
U01251,Platinum,1065,53.4,11.2,11.56,1,Iso,Duelist,6,0.63,1,Legends of Runeterra,1
U01252,Gold,799,55.7,9.2,9.54,1,Reyna,Duelist,7,0,0,None,1
U01253,Bronze,436,41.1,11.4,0.54,0,Iso,Duelist,4,2.78,1,League of Legends,1
U01254,Bronze,954,31,2.1,0.06,0,Viper,Controller,1,11.56,1,League of Legends,1
U01255,Platinum,676,68.6,7.7,12.16,1,Jett,Duelist,5,0,0,None,1
U01256,Silver,251,59.4,9,7.03,1,Breach,Initiator,1,6.1,1,Wild Rift,1
U01257,Bronze,683,25.8,9.1,0.25,0,Jett,Duelist,2,0.5,1,Wild Rift,1
U01258,Gold,457,33.1,8.1,8.23,1,Sova,Initiator,1,0,0,None,1
U01259,Iron,1006,25.6,2,1.14,0,Reyna,Duelist,3,0,0,None,1
U01260,Gold,1035,54.2,7.7,0.56,0,Sova,Initiator,3,1.69,1,Legends of Runeterra,1
U01261,Silver,400,63,10.2,9.34,1,Killjoy,Sentinel,5,0,0,None,1
U01262,Platinum,879,40.9,7.7,0.32,0,Omen,Controller,7,11.03,1,TFT,1
U01263,Silver,885,43,8.1,0.95,0,Viper,Controller,2,0,0,None,1
U01264,Silver,258,32,13.5,8.38,1,Gekko,Initiator,6,2.72,1,TFT,1
U01265,Iron,309,55.4,6.4,10.03,1,Sage,Sentinel,3,0,0,None,1
U01266,Iron,1004,44.9,6.5,0.24,0,Skye,Initiator,2,7.7,1,Legends of Runeterra,1
U01267,Silver,787,31.1,8.4,5.77,1,Reyna,Duelist,4,4.45,1,Legends of Runeterra,1
U01268,Gold,1077,18.8,8.9,1.71,1,Chamber,Sentinel,5,0.64,1,Wild Rift,1
U01269,Gold,350,56.5,8.6,2.73,0,Reyna,Duelist,2,0,0,None,1
U01270,Silver,303,34.1,9,8.85,1,Deadlock,Sentinel,5,0,0,None,1
U01271,Platinum,585,57.1,5,0.32,0,Fade,Initiator,3,0.5,1,League of Legends,1
U01272,Diamond,873,53.5,8.6,2.66,1,Jett,Duelist,6,22.29,1,Wild Rift,1
U01273,Platinum,697,25,4.9,15.43,1,Cypher,Sentinel,4,0.52,1,Wild Rift,1
U01274,Iron,1029,25.3,7.2,3.63,1,Reyna,Duelist,4,4.62,1,Legends of Runeterra,1
U01275,Gold,409,39.8,10,0.07,0,Raze,Duelist,4,0,0,None,1
U01276,Bronze,740,29.9,7,0.38,0,Fade,Initiator,1,0,0,None,1
U01277,Silver,775,42.4,5,0,0,Viper,Controller,3,15.39,1,League of Legends,1
U01278,Immortal,704,60.8,8.5,0.62,0,Reyna,Duelist,8,7.76,1,TFT,1
U01279,Bronze,145,59.5,12.8,0.31,0,Brimstone,Controller,6,0,0,None,1
U01280,Gold,634,49.7,12.5,0.38,0,Clove,Controller,6,0,0,None,1
U01281,Gold,408,61.9,6.6,13.26,1,Reyna,Duelist,4,11.16,1,Wild Rift,1
U01282,Platinum,495,41.3,7,8.18,1,Brimstone,Controller,1,6.4,1,Wild Rift,1
U01283,Gold,309,58,7.9,0.6,0,Chamber,Sentinel,8,0,0,None,0
U01284,Iron,647,30.4,10.7,9.17,1,Chamber,Sentinel,5,0,0,None,1
U01285,Silver,147,30,2.5,0.76,0,Raze,Duelist,2,0,0,None,0
U01286,Gold,338,32.5,6.5,0.11,0,Clove,Controller,4,7.57,1,TFT,1
U01287,Iron,129,10,8.2,0.47,0,Cypher,Sentinel,2,0,0,None,0
U01288,Silver,290,51.2,8.7,0.52,0,Sage,Sentinel,4,0,0,None,1
U01289,Iron,1022,19.5,5.7,9.66,1,Iso,Duelist,4,0,0,None,1
U01290,Iron,315,51.9,6.2,2.87,0,Yoru,Duelist,2,0,0,None,0
U01291,Silver,357,38.9,8.8,0.24,0,Jett,Duelist,2,0,0,None,1
U01292,Bronze,92,19.3,6.2,5.42,1,Breach,Initiator,2,2.4,1,Legends of Runeterra,1
U01293,Gold,716,30.6,5,9.71,1,Reyna,Duelist,4,5.13,1,Legends of Runeterra,1
U01294,Platinum,767,49.3,8,8.14,1,Clove,Controller,3,0,0,None,1
U01295,Platinum,1060,24.4,9.2,0.08,0,Reyna,Duelist,6,0,0,None,1
U01296,Bronze,668,45.1,1,0.46,0,Killjoy,Sentinel,3,1.73,1,TFT,1
U01297,Bronze,965,19.8,8.6,0.51,0,Reyna,Duelist,2,0,0,None,1
U01298,Bronze,505,29.1,10.3,9.75,1,KAY/O,Initiator,2,0,0,None,1
U01299,Gold,82,46.4,7.1,11.03,1,Breach,Initiator,3,0,0,None,1
U01300,Platinum,783,52.6,7.6,9.02,1,Omen,Controller,3,0,0,None,1
U01301,Iron,515,44.6,4.8,8.54,1,Skye,Initiator,4,0,0,None,1
U01302,Ascendant,438,37.3,8.9,14.33,1,Omen,Controller,1,0,0,None,1
U01303,Iron,1060,31.3,5.3,3.42,1,Jett,Duelist,4,18.71,1,Wild Rift,1
U01304,Gold,697,57.1,12.5,0.24,0,Reyna,Duelist,5,0,0,None,1
U01305,Platinum,864,43.3,9,0.11,0,Gekko,Initiator,3,7.33,1,League of Legends,1
U01306,Diamond,905,53.5,2.6,0.22,0,Neon,Duelist,10,4.53,1,League of Legends,1
U01307,Platinum,396,48.9,10.3,0.14,0,Jett,Duelist,1,0,0,None,1
U01308,Platinum,1031,62.6,13.8,2.73,0,Neon,Duelist,2,0,0,None,1
U01309,Silver,279,35.4,9.3,0.76,0,Clove,Controller,8,0,0,None,1
U01310,Platinum,409,30.3,12.2,0.98,0,Skye,Initiator,4,0,0,None,1
U01311,Iron,901,23.4,9,1.28,0,Raze,Duelist,1,0,0,None,1
U01312,Diamond,864,52.3,12,0.55,0,Jett,Duelist,3,0,0,None,1
U01313,Gold,804,25.2,11,0.1,0,Sova,Initiator,4,0,0,None,1
U01314,Platinum,948,40.5,11.5,0.71,0,Sova,Initiator,6,0,0,None,1
U01315,Silver,484,41.9,8.8,0.01,0,Astra,Controller,4,5.67,1,Wild Rift,1
U01316,Gold,395,34.8,3.1,0.06,0,Sage,Sentinel,5,0,0,None,1
U01317,Gold,432,47.9,4.9,10.83,1,Sova,Initiator,3,0,0,None,1
U01318,Platinum,87,55.7,5.4,0.07,0,Viper,Controller,4,0.5,1,TFT,1
U01319,Iron,550,40.5,1,7.72,1,Brimstone,Controller,3,2.23,1,TFT,1
U01320,Iron,239,16.4,5.7,1.08,0,Fade,Initiator,4,0,0,None,0
U01321,Silver,1094,42,12,0.16,0,Jett,Duelist,6,0,0,None,1
U01322,Bronze,845,39.9,3.1,0.06,0,KAY/O,Initiator,2,0.5,1,TFT,1
U01323,Diamond,202,45.4,11.2,0.16,0,Sova,Initiator,6,11.66,1,Legends of Runeterra,1
U01324,Bronze,263,41.8,9,0.52,0,Skye,Initiator,3,9.63,1,Wild Rift,1
U01325,Immortal,822,59.3,10.5,0.22,0,Reyna,Duelist,6,0,0,None,1
U01326,Silver,822,39.9,11.3,7.37,1,Astra,Controller,5,0,0,None,1
U01327,Bronze,1092,25.9,7.3,5.75,1,Clove,Controller,5,0,0,None,1
U01328,Platinum,148,46.7,13.2,10.31,1,Breach,Initiator,5,6.7,1,TFT,1
U01329,Gold,364,66.4,7.6,0.01,0,Raze,Duelist,1,0,0,None,1
U01330,Gold,353,39.3,9.2,0.3,0,Brimstone,Controller,2,3.98,1,League of Legends,1
U01331,Gold,1040,56.6,7.8,8.52,1,Chamber,Sentinel,3,1.37,1,TFT,1
U01332,Platinum,313,47.5,5.8,13.26,1,Viper,Controller,3,3.24,1,Wild Rift,1
U01333,Bronze,242,28.4,3.4,0.05,0,Reyna,Duelist,1,14.55,1,TFT,1
U01334,Radiant,958,55.4,11.9,1.04,0,Breach,Initiator,7,1.1,1,TFT,1
U01335,Immortal,781,55.8,13.8,14.84,1,Sage,Sentinel,7,18.93,1,League of Legends,1
U01336,Gold,368,51.9,8.9,0.44,0,Brimstone,Controller,2,4.9,1,League of Legends,1
U01337,Bronze,1075,66.6,8.9,3.81,1,Reyna,Duelist,2,0.5,1,Legends of Runeterra,1
U01338,Platinum,134,47.7,3.9,12.69,1,Astra,Controller,2,3.57,1,Legends of Runeterra,1
U01339,Iron,799,20.2,8.2,3.56,1,Sova,Initiator,2,0,0,None,1
U01340,Iron,745,15.1,1,1.9,0,KAY/O,Initiator,4,0,0,None,0
U01341,Silver,792,35.9,4.2,0.01,0,Fade,Initiator,8,0,0,None,1
U01342,Gold,408,30.5,12.2,0.22,0,Astra,Controller,2,18.43,1,TFT,1
U01343,Diamond,742,56.7,9,10.68,1,Neon,Duelist,3,0,0,None,1
U01344,Platinum,254,53.8,8.9,0.54,0,Breach,Initiator,4,0,0,None,1
U01345,Platinum,767,45.2,10.3,5.6,1,Harbor,Controller,1,12.46,1,Wild Rift,1
U01346,Silver,265,48.9,10.2,0.83,0,Viper,Controller,2,0,0,None,1
U01347,Silver,212,41.8,7,0.31,0,Raze,Duelist,1,0,0,None,0
U01348,Silver,741,63.4,8.7,0.3,0,Sova,Initiator,3,3.16,1,League of Legends,1
U01349,Immortal,473,63.5,9.6,0.13,0,Jett,Duelist,6,0,0,None,1
U01350,Iron,652,45.7,2.4,0.34,0,Skye,Initiator,1,0,0,None,0
U01351,Diamond,1059,32.6,7.9,9.13,1,Phoenix,Duelist,5,9.08,1,TFT,1
U01352,Gold,778,29.9,9.4,0.14,0,Jett,Duelist,2,0,0,None,1
U01353,Silver,184,46.7,6.6,10.08,1,Fade,Initiator,9,0,0,None,0
U01354,Platinum,286,28.4,7.5,7.14,1,Sage,Sentinel,6,0,0,None,1
U01355,Gold,264,36.5,10.5,0.08,0,Sage,Sentinel,5,22.55,1,League of Legends,1
U01356,Diamond,529,64.2,9.5,0.09,0,Sova,Initiator,5,0,0,None,1
U01357,Diamond,318,42.2,10.1,0.43,0,Fade,Initiator,4,0,0,None,1
U01358,Silver,539,26.5,2.9,0.13,0,Neon,Duelist,4,0.5,1,Wild Rift,1
U01359,Silver,738,49,9.1,7.41,1,Jett,Duelist,3,0,0,None,1
U01360,Gold,814,68.9,4.9,0.4,0,Viper,Controller,3,8.78,1,TFT,1
U01361,Diamond,923,40.3,8.9,0.16,0,Killjoy,Sentinel,3,0.5,1,Legends of Runeterra,1
U01362,Bronze,805,52.7,4.2,3.47,1,Cypher,Sentinel,1,0.5,1,Wild Rift,0
U01363,Gold,327,32.8,11,0.12,0,Chamber,Sentinel,3,0,0,None,1
U01364,Gold,166,42.7,13.7,0.31,0,Sage,Sentinel,2,0,0,None,1
U01365,Platinum,405,46.2,8.2,4.17,1,Jett,Duelist,5,0,0,None,1
U01366,Bronze,116,28.6,6.9,9.11,1,Deadlock,Sentinel,1,0,0,None,1
U01367,Platinum,466,57.5,11.7,0.53,0,Breach,Initiator,5,0.64,1,Legends of Runeterra,1
U01368,Diamond,793,31.5,10.7,7.62,1,Sage,Sentinel,5,12.63,1,TFT,1
U01369,Bronze,731,40.3,7.2,2.36,1,Fade,Initiator,2,0,0,None,1
U01370,Bronze,971,50.9,8.5,0.62,0,Fade,Initiator,4,0,0,None,1
U01371,Immortal,181,65.5,15.9,0.01,0,Jett,Duelist,6,0.5,1,Legends of Runeterra,1
U01372,Bronze,1061,43.9,5.4,6.38,1,Jett,Duelist,1,0,0,None,1
U01373,Diamond,836,69,7.2,13.73,1,Viper,Controller,6,0,0,None,1
U01374,Gold,264,41.4,10.6,8,1,Chamber,Sentinel,3,11.02,1,Legends of Runeterra,1
U01375,Silver,704,22.7,14.1,6.64,1,Neon,Duelist,1,0,0,None,1
U01376,Diamond,590,51.6,9.5,9.13,1,Reyna,Duelist,3,4.67,1,Legends of Runeterra,1
U01377,Silver,67,39.5,2.7,0.84,1,Neon,Duelist,4,4.48,1,Legends of Runeterra,0
U01378,Gold,851,18.6,9.4,1.03,0,Neon,Duelist,1,3,1,TFT,1
U01379,Silver,450,27.5,6.2,0.4,0,Phoenix,Duelist,3,0,0,None,1
U01380,Gold,377,29,9.6,0.47,0,Reyna,Duelist,1,9.36,1,TFT,1
U01381,Bronze,777,28.2,3.3,0.23,0,Neon,Duelist,1,9.75,1,Legends of Runeterra,1
U01382,Silver,302,36.8,3.4,0.03,0,Sage,Sentinel,1,0,0,None,0
U01383,Ascendant,337,49.2,8.5,0.04,0,Sage,Sentinel,2,3.88,1,Legends of Runeterra,1
U01384,Silver,1005,31.7,12.8,5.65,1,Iso,Duelist,2,0.7,1,Legends of Runeterra,1
U01385,Gold,762,29,4.1,11.41,1,Deadlock,Sentinel,4,41.49,1,League of Legends,1
U01386,Silver,1062,45.5,6.8,7.91,1,Iso,Duelist,1,0,0,None,1
U01387,Platinum,473,48.4,4.2,8.75,1,Astra,Controller,7,0,0,None,1
U01388,Bronze,434,39.8,8.3,9.9,1,Brimstone,Controller,3,0,0,None,1
U01389,Ascendant,882,74.3,10.1,8.42,1,Jett,Duelist,6,0,0,None,1
U01390,Silver,807,43,3.5,0.3,0,Sova,Initiator,3,2.45,1,Legends of Runeterra,0
U01391,Bronze,144,33.6,11.3,0.87,0,Chamber,Sentinel,5,0,0,None,1
U01392,Iron,94,33.7,1.2,0.16,0,Jett,Duelist,5,0,0,None,0
U01393,Bronze,854,39.2,12.1,0.18,0,Raze,Duelist,4,0,0,None,1
U01394,Gold,268,51.4,12.3,8.94,1,Chamber,Sentinel,10,0,0,None,1
U01395,Silver,331,40.5,8.7,0.52,0,Jett,Duelist,3,0,0,None,1
U01396,Diamond,998,26.7,11.7,0.8,0,Fade,Initiator,2,10.56,1,Legends of Runeterra,1
U01397,Silver,398,35.8,7.3,0.17,0,Sage,Sentinel,1,0,0,None,0
U01398,Silver,262,41,3.2,2.87,0,Chamber,Sentinel,3,0,0,None,1
U01399,Gold,224,59.7,8.9,12.73,1,Deadlock,Sentinel,4,0.97,1,Wild Rift,1
U01400,Platinum,936,37.6,3.9,9.46,1,KAY/O,Initiator,6,0,0,None,1
U01401,Bronze,1065,18.4,7.4,1.16,0,Reyna,Duelist,5,2.06,1,League of Legends,1
U01402,Bronze,950,38.8,3.7,0.4,0,Clove,Controller,4,3.72,1,Legends of Runeterra,0
U01403,Iron,718,45.4,9.9,4.48,1,Viper,Controller,3,0,0,None,1
U01404,Platinum,206,42.3,9.7,11.04,1,Omen,Controller,1,10.33,1,League of Legends,1
U01405,Platinum,246,75.6,10.6,0.18,0,Sage,Sentinel,4,0,0,None,1
U01406,Gold,1064,69.8,9.2,0.37,0,Sage,Sentinel,8,0,0,None,1
U01407,Diamond,659,49.1,14.6,1.16,0,Viper,Controller,4,26.62,1,Wild Rift,1
U01408,Platinum,193,49.2,11.7,8.2,1,Reyna,Duelist,4,0,0,None,1
U01409,Gold,82,60.4,13.3,1.18,0,Reyna,Duelist,3,0.91,1,League of Legends,1
U01410,Diamond,247,48.9,6.3,0.65,0,Breach,Initiator,6,2.34,1,TFT,1
U01411,Bronze,1028,28.4,5.8,0.73,0,Phoenix,Duelist,1,0,0,None,1
U01412,Bronze,853,48.7,1,8.02,1,Reyna,Duelist,2,0,0,None,1
U01413,Silver,414,46.6,6.6,5.69,1,Omen,Controller,1,0,0,None,1
U01414,Iron,85,25.3,6.9,1.3,0,Viper,Controller,4,12.32,1,Wild Rift,0
U01415,Gold,147,47.3,9.5,8.01,1,Viper,Controller,3,0,0,None,1
U01416,Ascendant,929,51.1,7.8,0.5,0,Raze,Duelist,6,1.71,1,League of Legends,1
U01417,Iron,827,30.4,9.2,0.76,0,Iso,Duelist,5,6.31,1,Legends of Runeterra,1
U01418,Bronze,809,28.6,9.4,0.13,0,Raze,Duelist,6,0,0,None,1
U01419,Silver,1045,42.5,6.4,0.6,0,Omen,Controller,2,0,0,None,1
U01420,Ascendant,832,49.8,6.5,15.29,1,Omen,Controller,4,6.91,1,TFT,1
U01421,Silver,874,44.4,8,5.99,1,Gekko,Initiator,5,5.21,1,League of Legends,1
U01422,Gold,884,53.8,8.5,4.96,1,Phoenix,Duelist,5,0,0,None,1
U01423,Iron,737,37.8,5.2,0.52,0,Neon,Duelist,5,0,0,None,0
U01424,Bronze,51,41,6.6,1.1,0,Sage,Sentinel,4,0,0,None,0
U01425,Immortal,872,49.5,5.5,10.25,1,Jett,Duelist,3,0,0,None,1
U01426,Ascendant,221,67.1,11.4,6.15,1,Brimstone,Controller,3,0,0,None,1
U01427,Iron,1048,24.8,9.1,0.28,0,Jett,Duelist,1,13.69,1,League of Legends,1
U01428,Ascendant,425,33.7,9.5,0.2,0,Raze,Duelist,4,2.88,1,Wild Rift,1
U01429,Gold,1060,31.1,10.5,10.84,1,Phoenix,Duelist,6,0,0,None,1
U01430,Diamond,669,62.4,9.4,11.32,1,Sage,Sentinel,4,0,0,None,1
U01431,Silver,1048,46.5,12.6,1.82,0,Reyna,Duelist,2,0,0,None,1
U01432,Gold,596,59.7,4.3,0,0,Chamber,Sentinel,7,0,0,None,1
U01433,Gold,260,28.1,8.8,0.67,0,Killjoy,Sentinel,7,4.44,1,TFT,1
U01434,Platinum,903,74.8,11.3,1.28,1,Viper,Controller,7,0,0,None,1
U01435,Bronze,603,34.6,11.9,2.6,0,Breach,Initiator,3,2.9,1,TFT,1
U01436,Iron,269,13.9,9.4,0.05,0,Sage,Sentinel,3,2.38,1,Legends of Runeterra,1
